1000000000000000000 10000
449199212416131101 1037299686770870038 0
731373478765545080 1017292673043324700 0
614686605672583772 717683445008122322 0
209540627952236662 389868670536359331 0
827749339160313551 948109031759678934 0
127244469768680816 907798335946051473 0
663474934635719796 843238652413824539 0
765960929853401436 976275216119745614 0
361483985066069912 391246365629103976 0
113893263218899191 713859988207691326 0
761068487473130987 888048031837336939 0
457672951542050793 968300357129924012 0
619133828389388174 626978276952079064 0
112144056258891770 1009122160135582348 0
862640055615791918 1001781216050249198 0
207507106203719242 396837715700527156 1
530298260686196847 954147232418275144 0
174974476229169054 459712005149542978 0
340030076355983951 1112900351508492398 0
318913465300371875 972098440840825838 0
464250408488531916 538206947627125836 0
296553395207828783 423850968092514153 0
850858241014514240 1073388980345452953 0
335063031641027972 583839353999443692 0
219166496589297091 632905715074182050 0
229019217550536188 699681785229209751 0
33414311127978957 426692866083889316 0
571405617399659766 1022664368396327996 0
101974712433456775 681553593021706078 0
60922552759260314 362732910319106981 0
64628688741373277 639054719073837978 0
549071085728293226 620576755267843341 0
248031221194884815 426482850783198572 0
479991922389090503 518963653207260581 0
954045045613587597 1082277340103042532 0
326706286734690140 761123001935086614 0
395307657080250001 407697639598097706 0
627232073383881460 1050374937232758685 0
54825389333696071 1081896419814916130 0
36916870858115176 184366501272785743 0
282867076764320121 1041224083868860080 0
244659721939482400 1152069839367347051 0
739060218540427431 832092247366555190 0
8576928493519759 429989072358839267 0
503396373097277151 807680513587438310 0
159811656509356977 754544937702057210 0
680618037593991679 1118434997543374932 0
184085950674234951 1011298832482741484 0
135004947280891020 1044910772906145985 0
356206240544171326 483554878334817946 0
491299738110511566 662317148130374132 0
46405974235569652 759422020717597244 0
797307206781014444 1142421793336482391 0
826277949026426207 1085926053604528687 0
348515095647984484 750713639083747152 0
167181250468652376 1127899842667529905 0
673884036135736202 955818392078727205 0
327897406127757753 642965777268640209 0
299858663430252394 673259035615865789 0
123321264036837849 929696571574933245 0
100294902343981029 731566484732939955 0
7310950976043977 262743566136639611 0
566968065544340317 686683148158530123 0
374094208825332010 639132698355178513 0
559344360103979150 919768084777511642 0
730611424703596611 946383160512279138 0
134136441230611431 746363282189747015 0
51324707984196355 455085804287981907 0
757748719195771498 866933051407436566 0
215076050738872333 885296892739066849 0
756797396418427152 912299346020626477 0
648032879208828804 947154107307144795 0
514497115741740451 1006721075973981928 0
930387506029188151 1026378432235529709 0
803803231036677206 929134778096690562 0
517266029696660320 980732294950423161 0
181102347847749837 436159320006487049 0
11132265845591380 754266026791542345 0
433771419595546036 898666661071461830 0
342321928757891601 790204608738628325 0
382003084431647762 437341690546252550 0
859382072098434601 865312155412215051 0
794167325128149745 1116799109126720071 0
579410136554924482 736459414654221984 0
597714302272466428 794321250111310508 0
298022811700214928 380964970804810695 0
127298843892774555 856895458609945571 0
316597616357050928 500224597739829119 0
116225243178239535 727963995211392251 0
509872340668675618 583569296949872829 0
156746915934577075 380115725555808682 0
3784447574287805 75530887293792584 0
443107907700119768 1106903121317327905 0
396821659664977995 895800863072495325 0
14411596775411126 449810100470468249 0
722995901632686281 1030932448424538682 0
408272959542346381 916043453675345481 0
240028474043594465 352774598146369345 0
63248127544809050 413611973355540479 0
581833904877299554 898400857538790770 0
414979502655728037 720335491643003983 0
784729196499247847 845118628227265087 0
709783581879968055 896055954607713737 0
737002639924944753 825067731710122138 0
628988411427080617 1016101147008939637 0
226434967660048235 946085929973246638 0
112791238906979061 638102656072854855 0
260710250149928613 365520360262530609 0
154386623454459725 312886660691681350 0
967749017872799132 1095556388940141001 0
656551224454006095 1033859704145650513 0
532123969140410392 597935062069862333 0
123410797421573600 755095961607789367 0
95562029871577825 434600389447342331 0
430772266533664096 977538017342424502 0
166930059159238871 323639907144206670 0
167933052292415810 1047149095179119791 0
20966884894101077 1090018263729874071 0
185041573708690714 335767437945551399 0
164525676711149061 618512547489973086 0
186794520659433393 868834421292723239 0
797664383938975564 1107296697561718061 0
528422835886381431 741451585001502596 0
659912059153811952 968865337120843221 0
468649570261103461 1023049861334313396 0
105763405553346265 1133912802274745852 0
550280070839611660 963822706772082650 0
125165800352103911 718580324921976316 0
40595031980967264 958868128949834514 0
93963526748563107 656012790474344018 0
113198295447477428 1105014542193977158 0
388809798427912355 513617633069250618 0
219297402712219219 888559076818315977 0
13124850049915428 604062346666760201 0
76623391309431063 972231759458550428 0
23825847508843958 800856135865251989 0
688687397750031295 782200727908356901 0
125384660862057879 1038655116133611724 0
449679502246712980 1057796124858054541 0
36381707354003994 326676049761142349 0
975486598056432738 1022724649907849640 1
850856216188250070 1091360050147422251 0
122419141516264597 532259145354117396 0
865914114090266608 996950578696796110 0
293806912733918997 581228001199544370 0
269418262848105231 709229808968623817 0
39750966626528073 1122917842816878122 0
99138528663623333 832791568450054864 0
142656622719942518 218221457859776633 0
641658542973483478 816724162961514887 0
732237711499951084 959555879074980091 0
401628188376536138 466339824185055980 0
150267471597438892 977520930512130577 0
385933873847249109 454100498080227218 0
271175531347613882 350402987121287002 0
485856543009099439 1142369270556315765 0
776919917955119462 862294963404071298 0
272764229219362247 537751726602945432 0
1053044256917447858 1067217652385583804 0
74589659437553940 520594423135941314 0
870095931657251636 906805019222256388 0
536526856206545287 1009325357989362065 0
129193178669790047 572564621980008616 0
407977581689521812 478934206350497245 0
89731534920341648 610060707859475043 0
689540406883401667 701408806584284995 0
249971445416354836 873520084194322243 0
371309164155050201 683860929577544647 0
103164777416211889 721297462299045669 0
278032478282717323 887653978538113651 0
603433000076086854 747907639214174495 0
14697133055579859 1104500810698689968 0
76208099848774152 917312938638651940 0
283191967135002104 492291274105443190 0
603879095164193560 605851227775323031 0
412668622452067349 671447079281171617 0
140161384035989673 957642537414366470 0
291145429145099234 877618100736148810 0
567275891158570395 769328920403682975 0
622929429146332094 904677582636285599 0
358301853480587083 860503212494820186 0
768901960597568904 856412076901142554 0
114944559029798381 759068574337964447 0
181041132840778444 669518023242896451 0
96363295423000957 166967089497603916 0
208477956972219262 597795894590796583 0
313512886058576249 858613435258465053 0
83384897805632969 997780153743221575 0
486024264790007097 882162254801022250 0
117889836366338831 655232233875082655 0
253375568328593505 625618810910204810 0
154723719972494797 532542466143942926 0
364188238195977593 1012575599310727356 0
105527428291326355 395366073284651767 0
7640151393099278 62513485716102271 0
576582577298209103 697836576774302288 0
144575235344891121 343792849175769744 0
100741851593931241 1050676960901590470 0
482180030910208291 614055848699547858 0
36418502889849858 823439034963239689 0
458875474790350878 852832527975400934 0
711597707126105071 849770898255106039 0
837694582172167329 1059486562826124161 0
15759919056400073 584071923910293097 0
126606262867401284 1014985120574186431 0
113237285342155267 333053182836790695 0
41360064821239115 548726331244610137 0
265364449234091997 853899298076684003 0
185410488174562220 692137167281849498 0
51944599691575719 1017296273390355485 0
36880277726117377 124882461573718386 0
491403549879100062 994735710526463544 0
311126394339326650 657579536896733005 0
620261424671070623 820216014586311694 0
471234354835825191 472918547949525231 0
218252277782591419 972676420024528203 0
226088562932050275 660028710904062891 0
185535239152452891 198923239204312609 0
346934848762254559 485627420292699571 0
322677422261364007 556958074859138143 0
51548908455300888 125417639490887804 0
506239555093184115 881454411727521894 0
165364644386776983 1135783920169779901 0
510845359105025549 536994938637787878 0
35501803988616908 272538138456970647 0
220288268564841619 532389291243913418 0
1131506819465721026 1150628754108196532 0
517242324651319182 844628910667553488 0
873888476572262896 1020240377792655566 0
833497254738624049 1089864809942305269 0
362891705470468414 894126704462717507 0
435712976330512689 531675500099897427 0
195272615818175587 935149903695004154 1
267359764733863975 734874187129877755 0
581347377963254553 950386928191785278 0
261056796870786063 1037535668793682537 0
99843880915711769 677313058294147188 0
550525013185445379 914825093165174964 0
388610989278228920 844438314817237717 0
459680711981763139 912369575534146454 0
493973174484919529 975189764949882405 0
75794248322955823 713755449370429840 0
327619694176179637 1105238789106796911 0
986093358270559131 1080235756758619452 0
585729900424371796 794987527726615495 0
506741481323345957 726855156923705193 0
348266312964807338 1130619215490472183 0
267683379905686439 1033297458818910560 0
511207582909012009 636013728588814934 0
267379425344648806 1055144262016183233 1
531187015770052240 960548178728642412 0
4616627583338187 70214557857879499 0
96891433105549595 472042612967499099 0
84884762551795735 592383192970479543 0
77496837859374042 781874805551508192 0
140376981900266440 1136740395791571528 0
332597480410722543 959513217778973652 0
112852928075479323 1143210677173383257 0
186995856395507553 972765218831877000 0
626755269367825692 1005007035996151706 0
81419863265350031 758430256893058851 0
345658825886617975 410534520838343423 0
127705345019588446 1062124782201097368 0
589391806162617773 757032815415489125 0
577191484756391045 834180627925196132 0
450450209309748491 1144366822289548714 0
161491613050941059 440437412574036342 0
188965650392323001 508766678803077271 0
172107795298579073 203180301516573252 0
300948662938426346 940571417922412206 0
87123615251317333 891748952335116051 0
567583035671663068 639227219358451765 0
359162070537735795 504400662525715347 0
62441155237221930 1093916641015564498 0
532360329640246642 716721751937499602 0
321088131952584909 1068007684416396708 0
590472397682317934 730808051067997300 0
221812875077256238 1037147234204762907 0
731324392336479153 905850367739246946 0
240283894842011805 1033505355952968320 0
482117134817598504 783875736231889151 0
381716519446972764 659855022887456256 0
132858904808188471 236528100206880925 0
1069656922496074933 1148511144457275779 0
105841435457316304 452663717825021240 0
117646348986585317 651139162859626169 0
161502041079803317 626440347615160151 0
584251339148839227 639880953859631373 0
744652070778349036 1024109023408301422 0
912734664252470422 1058604809791592518 0
774765099101602488 789771103438682626 0
243386830726533672 626468678102635637 0
249507801296762762 759627738650809793 0
751528252521183837 1078122861498314294 0
389861807662031413 1112243190611121455 0
75611726131332372 553572784431933852 0
311985744626793094 718159885235999270 0
592942978575173784 814106436401385474 0
369301774236346592 469123425234497066 0
341991033696689758 725965213072989271 0
857917772407015045 1117012444593296184 0
109115029436340617 313757285940975041 0
35939739151640842 528810393560680744 0
595552320916165297 1082302040727286947 0
355556882845863576 926109098301590176 0
247723396318234528 583504094482240493 0
574530557026980509 698164440139854131 0
183202634378286548 595341193562318797 0
913571156690028221 1027715648204135841 0
18488593644184657 1100471651966264449 0
296666203178795808 440070064053160020 0
556472975824429212 750663301839286956 0
752585293586706467 1048092897318369494 0
492700203798763240 790081851124639744 0
36960393652544336 931946604377409998 0
134160786270564740 815604443857795294 0
395047478298434519 770075379051572598 0
435775214769180231 1116249782697194480 0
944888208250853126 1102657685344287302 0
728682406391011295 834522112184654272 0
110850143749741665 126397757154893750 0
985706498312834359 1149132871475553891 0
129349226827815079 244861532928388190 0
56044124380699636 144363947549386777 0
739124028963386373 1001616987667986585 0
156416042661293754 732941610486464975 0
173100155751148805 769316131837078718 0
32112535289927892 114556206844211335 0
192935845230074428 449443804549169250 0
366683324711068876 442644658337041912 0
586888600161184824 733499825167128917 0
211604267297009218 609905784469890927 0
692399978151021888 992513868106050839 0
556289148476660555 611021395731092869 0
162885323265344183 579627338287792176 0
421780265988208119 1072463536346059698 0
186431231821475981 341055045975073793 0
33969013400735896 311871787087375588 0
105471950678757186 1129568417659494807 0
81380144848640663 645357451125430213 0
646146147955352047 841786292675052706 0
459968992950568522 1033506674682110428 0
436120416426922375 700220933215347019 0
128526870286849435 998525333815825383 0
339577555077413478 426538071307618212 0
70227443419020363 543195965860110457 0
986922924388114818 1137654625963700064 0
256297968952376661 1071194737944770511 0
19808075906974066 52380652130970578 1
133089253431495398 1122973146485864641 0
601204064456373224 688844224099132318 0
915770258077251022 1148785665344959021 0
445117043607787614 999329461648370356 0
409270589674882228 426134022124150013 0
203361676097124992 690935461008260419 0
601215693643482257 755573390846049419 0
53976951858332681 856901525068385945 0
886406110981183612 1077774740726194124 0
6558930154893313 429142824878323483 0
341246991861471772 705109257769726476 0
58333201759031322 896043062537858982 0
209691395194579892 535441271399053720 0
228450998170890881 1129342804675366145 0
257227161454382538 596021716182741877 0
310779208899478126 325929801960071223 0
225638700952845816 575863276148229430 0
222676348371041832 326568905607602544 0
31106775601345864 1023908763240116164 0
24664629823041119 610378521421871553 0
522530762799545775 1003008008348519178 0
33593318362918233 632331913141378289 1
535763865907264889 934398401718643509 0
158641050733301790 334223173935440197 1
41385164835099274 63260775030724303 0
91930777828220668 649896383948679199 0
107573775074093466 456702254982750259 0
289909476978698955 837815940065593720 0
16038407997829198 751881816781882538 0
288312334721946854 595565553825246505 0
951074794597739534 1005613378389460590 0
401873249747978833 1025022452477661348 0
41180942109700030 443315678352033828 0
833802340793021355 977448750352939011 0
341418586861523458 676431397466474341 0
151344046334413265 669066492210092647 0
504385270551002599 545223605187943720 0
186482410854068703 565912084667344660 0
148798742768014282 191612460625399268 0
363429329425170751 910854817549386270 0
809581695456895410 992212203814412842 0
15896052898650354 185063876057500263 0
400852220498937697 1009048280584811412 0
1020325314500004964 1126316960350581687 0
461471087835154252 540173105937886429 0
181427883868337606 886458763735552811 0
71206583374965605 434205295785481722 0
964144865506007543 1137976611584375988 0
74179695534480260 393608931482406605 0
212976875668170468 1129535838372603228 0
864074312546384925 1008647217903247719 0
129267932025078272 245104407984575967 0
350692620565534806 797560532414015722 0
116244738490412361 506758074249586407 0
257113564270429080 1003227917311533307 0
93153028305187645 1102566127090865592 0
448437746342599971 1068266601142907693 0
65159736757844645 434926794967814580 0
570577947848245633 713059715550279329 0
130830208838112277 870846710419255195 0
145629494901955962 161155781763821045 0
461869567550967891 692525814799463521 0
649910146241038165 681315060107779849 0
390587743320330979 1038121528977736560 0
532468901852948084 1106519807317195902 0
497381086277705041 947834252961576056 0
499870481923346781 1073389605276579980 0
231702441837522467 964031294643615090 0
496296600563370491 498550347425257937 0
631729127229500442 1066292398773567604 0
100977819713961949 578350153303828996 0
225892444773498058 438493310086678010 0
279644832476046067 541784761830159436 0
71781769551065327 255929093501542817 0
649080302424799916 792195993554181940 0
213852027556080241 777733476653774122 0
287885902527971783 498318940170363273 0
9836184984139221 788885579861454841 0
664018041064774210 938829470659526600 0
739785242444026950 953674685547218457 0
187096877085793367 901865128529448432 0
173849221585390220 285442066203902534 0
660918817048278267 724363176543191576 0
458980281167774302 1133613714314700151 0
345702473523052238 398636733632080977 0
47593137971164647 761875611383405728 0
764291300717792720 787692786799238204 0
289635715185883134 913420435045792067 0
738504628228018760 833032990533586656 0
455582478416342673 1061181678583240694 0
74932292541587944 368057421036000948 0
139479340424478776 1009399007352091678 0
373049938661089099 584637858755298554 1
798270496903992568 799879215296481235 0
59615872488350867 656201180747280461 0
474827354454381515 1113137426348543897 0
123388434971921188 148962145666481595 0
531877134771073020 679295792599440852 0
940193438693837367 1001443278013461314 0
810424318982800858 1038371296641498946 0
193156925052839076 277246054724541232 0
430954375232467718 524750863113388951 0
610251876010832565 712306125344778983 0
129671788011617811 510542040306276046 0
276081845135817308 1108416212330003493 0
306446747511338171 1046010085591663610 0
712650795468234461 1024746713151901181 0
785198896404668030 1021070129683186654 0
174475989420713081 281224700601668177 0
720797525884747515 984826676168022820 0
455145455410705509 503878283351775979 0
204249861024786582 417883427060058417 0
181050802862780238 304908597799884753 0
1076991991946380902 1091730952474009326 0
705805160598500444 897091483119370581 0
845020812130617654 874902133072646851 0
646512762262120573 761916168801264082 0
453405283701625949 850038037598680309 0
694682217111139277 1120155197176056129 0
248850351332649042 733495397198284251 0
64266849664288253 583016344281389509 0
1080631718262650096 1093321155084371126 0
599182714689807303 1046779040900377424 0
166048130053492974 773703414182738231 0
133134209412142360 1141250940728061520 0
100851146590079284 718888528009774366 0
36340696151767510 74450670492272663 0
521540461832666046 710337204711705188 0
727025862635255782 1078880972714915240 0
618654979120738376 659646327400969100 0
695275720364824219 1040300037292892545 0
271472457450043200 1116592803484341672 0
610383775594875785 823527481340159901 0
328945894203008901 695867787646161821 0
872247251381594764 955984513994102363 0
447494738620682232 850760159878196655 0
70994452294426068 229602516800374707 0
395707435787483664 980671225835757504 0
102639193625664335 303174111777315984 0
940308496139401640 1100583904634507931 0
110358162197346834 829742709591472266 0
827700535697635481 888263404441006399 0
571299080119800788 757483271438635348 0
525344079711859374 1138081377807543865 0
415176257548474755 456677368631847731 0
399563653098771573 555189898057123150 0
463007370766321950 1151047583510254656 0
446998817514128358 816659638379050095 0
20448908509855572 896678375665443713 0
166882541951581265 661706729888579651 0
246288273897095688 1016781231736594330 0
210508595729069451 769157836211768905 0
939579465444891778 989367511774180283 0
338343625988285089 674153769076066076 0
560217361928058841 1123145652455475147 0
582092456832614422 654443269220731152 0
265133736817797089 406814409689695490 0
567966575722476177 833601872784616125 0
300711316479712232 833682651619055012 0
422041464312253778 1117727245188330816 0
453153937180431900 900214492145139454 0
602144458497523529 940039786786183288 0
284042562778017111 1108915145824342148 0
184829939503927301 449575130875686599 0
531268552555564238 1129019333612467464 0
376543747128070643 656100922495233063 0
801575003637793533 985555812400288975 0
140535021295647868 555455769590187179 0
138729438935058620 794457950408794027 0
42917133858700295 57643773089021400 0
565263810692989520 1146355644712418471 0
430914388886999213 494788532411584696 0
32288662580481633 827865155307932761 0
931697717925637307 938526532733086810 0
522959837566079615 1085546295544777996 0
23331106192187638 486252913003612860 0
1318631577321607 203623115173717673 0
586756029359943356 1105503209131327345 0
475540826455442291 1145220566584356529 0
1029900750944695008 1048901243047972349 0
90681442732846420 1132320559884127057 0
328932040369514415 460404930491418772 0
632200939867103392 1105371942101351226 0
267259248352035411 775984568178488281 0
118567656472276080 337081395313969684 0
260710533038381828 506509044055031740 0
706832724664688979 779103959994526969 0
45333290766990226 312728938394991051 0
388062351032637256 768080940011294046 0
26498155181653466 77512629790445530 0
129297454495276470 552423118088358402 0
91228807267678814 263688444503777884 0
189793131830380137 248401342178655495 0
216702777545983639 831648321750017798 0
88123491412623537 359441959551324663 0
956671272541488045 1087938730359561034 0
457946993593105957 624852120022069671 0
383343759438593229 386307337082865334 0
249671241532577808 1149477336577936942 0
140133796858910144 1052833061090512289 0
1113430065570127365 1133409356153333000 0
51118825214986590 504255342437684100 0
798620036125522463 867319461174955017 0
445808253521016845 754569651451112864 0
732767764711064914 982766245462339031 0
103280622137582933 1030574213016553058 0
72891433657694224 798452729523096178 0
63028548519512927 118310502397053646 0
294552954912370859 541103407426716102 0
116652601109122874 507188908917446482 0
274310707170172321 934842488356985429 0
307786815756017648 719202117656369578 0
1012770371122502784 1100744910028206922 0
455224410455576705 780434815871571928 0
29296254334746353 182678523543187615 0
1068817328677905161 1084015585587013165 0
1050476687271593694 1093351823179550653 0
188010811347040407 684917871243040795 0
948801326162141678 1140333317380660507 0
172067013772367205 248755748372168034 0
436830054309952852 545534421686661482 0
513147133045826851 610863177337519729 0
737900782795631629 1139570291189480555 0
364020395089970441 467452130258080639 0
738930470744628223 1066515033717006499 0
280397796302338024 594182768140005769 0
665478200646005993 898831301898241428 0
86638393959671082 977857900170005536 0
421634319188092332 794966236444695408 0
376034669473770819 889866949223391775 0
300394535951246882 596435019232545312 0
129075843025571167 674804873314605798 0
708997661375765706 980538330693541065 0
103261292516234892 350302479987191875 0
42297123473272317 89303448883209072 0
756331228232227423 863703655411417807 0
529149383672148223 1014624336601026290 0
782196288610610285 803222376259713375 0
403181380672846944 846334190814401963 0
430495915694126531 797574416507023004 0
414373208813228441 445281128078940399 1
218279700436866793 705987957569646570 0
2868595226557207 1076013996893059012 0
350310650003223612 578932203858424393 0
24589011983725925 609974039221073635 0
409264866476062758 1030267144607051986 0
985873838381348622 1065360589809035728 0
80902215147658010 1150669164574582228 0
641748264007983213 663525826274333713 0
147173699341161455 199551376649173938 0
20253320672830021 577638885530334097 0
161230135626973068 836671012715406806 0
9139842302931982 987561457586887459 0
36816024501747848 493823211516961372 0
850483318907100455 1119790440966658721 0
617551096463846087 1017069710924418896 0
97318043649836509 677554104183684803 0
540046075780654712 708550801166706884 0
235677656533444109 503717584985756514 0
598880032928080751 1094461748804097636 0
358058559576927587 765453351887408222 0
90821874891111394 665033581577103817 0
426857126164833510 694972986143560951 0
79120819634423225 613451185992191518 0
603901167932618224 929839977690585590 0
899901856581786678 1090180734774124409 0
577895678152842458 821698455906289639 0
1014496272149242117 1128882141205785307 0
170403573951714115 1090927715543609795 0
995227060692782082 1080296593455447887 0
516543978259385901 1076697292968543233 0
534901597854281325 616444990101679055 0
708889003501216609 902917544988372998 0
680849091229846221 1066867258334955589 0
503474666660438289 810259901937075644 0
318099757146535618 448042994812114147 0
426087044663584365 464220721341606821 0
134524733755585386 336870473079259790 0
76450049890996435 759066700618392302 0
276581032085920549 669231271729677887 0
178535914866580406 644714618699364492 0
782625155138947180 1040600381508358927 0
339906816155752046 799475573665431614 0
927428314232667142 1073848769113781543 0
794074208658977924 959561071847544163 0
913056214064848925 916482439261613959 0
280762715407975305 698833855146235437 0
1037331829777077033 1091400404388672040 0
165933230684841131 639422239499696836 0
354808119486322364 616800989099887673 0
661763378238572380 1050078323169479696 0
112244059918156686 807201520683874555 0
608834688859520835 838407583722987118 0
1040864040707851290 1131488065102300743 0
860187205506770021 935348983781106341 0
442854274554314929 693942908014930284 0
78880228688742031 150608499701695353 0
175824802400412016 713511917784768021 0
213434825809179099 717043849656848966 0
350697287871318919 699698982271298113 0
57322444963609656 571043400826653228 0
409028503987473941 700097978351915578 0
4412140082690280 348635533537431020 0
117105547337643779 628888246807594187 0
446517578658459915 878612074269278232 0
80568128390542680 1029513346018466287 0
944969600550709643 1013118000981847619 0
884766377907986705 1134124934633622503 0
249063060901631264 535518015488716810 0
508985256326397891 726392627100963753 0
15718022639554465 826443641201417362 0
200188050931998775 858024844218338887 0
304129681732366857 895614573922158536 0
58670685650978982 543138258208845736 0
629889970181608353 974528662172676604 0
391446582245059800 408075800093429078 0
770230791890647903 1016426797765978009 0
663728177202882351 887671557995185831 0
366185798089736365 753100591890125180 0
758901047534488215 1041998967140692898 0
274699559100670572 1114531593510284972 0
632278423374111534 821257988228023661 0
484368484489765280 1067594274971462370 0
40702875163453060 785100993451480817 0
474312868520258469 1056773462855501131 0
413611237215171791 627324371757092043 0
258030726124969244 684571861173616302 0
184264654875543620 767504011130824398 0
272983744071715991 778309945067708268 0
110530070042790370 706174240371493986 0
408971705781870009 509848327295718873 0
489735100147792639 793692646970336221 0
416469058327180259 714572015799522369 0
262398006155193367 618359768143789221 0
60828664699372835 707084871509995258 0
465902420063939530 751888944938819917 0
466991097877758384 1004863222793717244 0
1078992742414079806 1151047652242794544 0
353925253681453914 933606195209170579 0
142590870200888113 1032734280266638161 0
705088261894581512 1115628388408073359 0
902404326667068020 919982670714839781 0
71611676419723325 256710612822900219 0
212945469232334821 1097092811231962220 0
89214322514575942 1042709826563761894 0
403057332607042453 960920778512967288 0
58254404796035776 1083190172248306648 0
302565049547361275 562147185298716766 0
733959655197482585 909534698731618310 0
266601406772027839 1091038119246536636 0
31701113185774616 424799610253228312 1
992002937852557633 998319788613119899 0
988089804252162322 1099424983450481783 0
28074116404838110 343865640117314906 0
536326694949015740 1077794757219637221 0
272564802437269068 823555351760108095 0
261190287025203588 886116351301815809 0
319088943720269811 725205867383621449 0
178215023856520629 1053806203459366494 0
86942682263863365 285516032339879545 0
516541040528729022 628856758261274127 0
203073028805731439 1069786699055406994 0
209487858820733232 283870739126558187 0
850184400870872842 950067973609829401 0
313954514587755579 479423935736490484 0
110825959521535718 822627951694422449 0
148837662487335590 916599429887986500 0
58875468176170324 89371461949813940 0
120793367399766243 301563615859982895 0
334270747817781950 1089107373145259203 0
195734112676919039 801279731044682269 0
76588647291801380 606080431584060683 0
88047150752094227 366591707688635202 0
9418304680553253 688835892574381196 0
609627119183667496 721170624361233575 0
299599740688114091 545101003314773287 0
519734970119763248 1027631845458342193 0
35749366342614581 267327090043025029 0
348342936651476122 384651879748129037 0
838870527072228212 1133721923140370509 0
202808445475618124 800994413607944897 0
593033887878321092 1106298791603927761 0
496061224446828487 1062557792287520518 0
816113066553117945 1036965931692538934 0
934591865485124266 1018849240548124197 0
585873157746789555 885981538067090698 0
276954686693409636 918706996317251699 0
349923921619918061 394263551755889903 1
357821624604759536 715772734275755910 0
242155887894495170 521510195419428744 0
228641983686262889 1101567839195310987 0
576413882590963013 1053646189461303258 0
48020435119745657 128660465753738482 0
641016014735319081 987982873115077759 0
441861368731677706 463294713654271660 0
705162661146507379 904152498992989746 0
734986317951825720 936260694724568397 0
419961494534604598 621099254914309296 0
99634411709909882 703269975357471957 0
335532426334458742 958896684683328315 0
462806251115615144 476343358107949971 0
234872771873424502 1126711891137447690 0
271856950711102255 740836846000346665 0
136791747289389871 163833077616232173 0
412360481065992274 941099626505377302 0
